conversation_id_str;created_at;favorite_count;full_text;id_str;image_url;in_reply_to_screen_name;lang;location;quote_count;reply_count;retweet_count;tweet_url;user_id_str;username
1,91E+18;Fri Apr 18 05:33:57 +0000 2025;2;@Nicho_Silalahi @prabowo Nah setujuuuuu Saya rasa apapun yang disuguhkan hanya hal2 positif Terlihat jelas saat wawancara bersama dengan para wartawan Jawabannya bagaimana.;1,91E+18;;Nicho_Silalahi;in;62;0;1;0;https://x.com/Arsip_Hitam/status/1913103686152401069;54075296;Arsip_Hitam
1,91E+18;Thu Apr 17 18:59:11 +0000 2025;0;@GuruGembull kang gembul kenapa kelihatannya enggan mengapresiasi wawancara melawan 7 jurnalis 3 jam ++ Prabowo kemarin? kapan terakhir ada presiden melakukan hal tersebut seingat saya hanya Trump wawancara bersama Joe Rogan. jawaban beliau menurut saya apa adanya tidak terlalu politis.;1,91E+18;;GuruGembull;in;Jakarta;0;0;0;https://x.com/siceppot/status/1912943942666162649;65314321;siceppot
1,91E+18;Thu Apr 17 13:37:49 +0000 2025;0;@prabowo terus wawancara kemaren bohong dong? ish ish ish;1,91E+18;;prabowo;in;United Kingdom;0;1;0;https://x.com/jabastara/status/1912863068931195217;1,23E+18;jabastara
1,91E+18;Thu Apr 17 12:30:45 +0000 2025;398;@asumsico KEMAREN PAS WAWANCARA BARENG PEMRED KATANYA BELOM BACA. BERARTI BAPAK BIKIN HOAX DONG? @prabowo;1,91E+18;;asumsico;in;Depok, Jawa Barat;1;2;9;https://x.com/iqbaalazhar/status/1912846192167239836;181472016;iqbaalazhar
1,91E+18;Thu Apr 17 03:20:26 +0000 2025;3;Ketua Komisi XIII DPR Willy Aditya mendukung tekad Presiden Prabowo Subianto yang ingin memiskinkan koruptor. Kepala Negara menyampaikan hal itu dalam wawancara eksklusif bersama enam jurnalis nasional di Hambalang Bogor. #koruptor #MiskinkanKoruptor #prabowo #willyaditya https://t.co/2qG1n6SIJg;1,91E+18;https://pbs.twimg.com/media/GotNgqGacAAlVaY.jpg;;in;ÜT: -6.177799,106.843475;1;0;0;https://x.com/NasDem/status/1912707698589905117;109149190;NasDem
1,91E+18;Wed Apr 16 16:38:27 +0000 2025;0;https://t.co/iG3E4rLopT ini wawancara @RoySuryo_asli @KRMT_RoySuryo @RoySuryoWatch terkait dengan pertanyaan ttg ijazah palsu yg katanya punya pak @jokowi saya mau nanya apakah dia berani nanya ijazahnya S2 nya pak @AgusYudhoyono atau ijazah SD SMAnya pak @SBYudhoyono /@prabowo;1,91E+18;;;in;;0;1;0;https://x.com/MuhJokoTriyant1/status/1912546138428960927;1,52E+18;MuhJokoTriyant1
1,91E+18;Wed Apr 16 11:00:46 +0000 2025;31;@kompascom pembayaran yg dirapel atau bahkan belum dibayar berbulan² ini prabowo tau loh dia bilang sendiri d wawancara sama pemred kemarin. dia malah mewajarkan dengan dalih pengabdian.;1,91E+18;;kompascom;in;;3;5;8;https://x.com/Zziinu/status/1912461157744669030;1,14E+18;Zziinu
1,91E+18;Wed Apr 16 04:03:39 +0000 2025;0;@bprakoso3571 Iya emang abis liat wawancara Prabowo sama 7 pemred langsung asumsi yang aneh2. Makanya saya tulis esai konspirasi;1,91E+18;;bprakoso3571;in;Pekalongan Barat, Indonesia;0;0;0;https://x.com/hnirankara/status/1912356189071155488;8,71E+17;hnirankara
1,91E+18;Wed Apr 16 03:54:07 +0000 2025;0;@Piyusaja2 @prabowo Ingat2 wawancara prof BJ Habibie di metro tv...beliau menyebut Prabowo itu...................;1,91E+18;;Piyusaja2;in;;0;0;0;https://x.com/theonenonlymeAZ/status/1912353789333357051;488921790;theonenonlymeAZ
1,91E+18;Mon Apr 14 23:13:57 +0000 2025;0;@MamanSuher88670 @seratjangka @tempodotco @prabowo @Gerindra Bagaimana media bisa di bilang di bungkam wong jurnalis saja diundang terbuka utk wawancara. Bahkan mereka para jurnalis mengakui tidak ada larangan apapun saat melakukan wawancara tidak ada batasan pertanyaan atau larangan bawa HP saat wawancara dengan Pak Prabowo.;1,91E+18;;MamanSuher88670;in;;0;1;0;https://x.com/ChriestyanK/status/1911920892697100413;1,29E+18;ChriestyanK
1,91E+18;Mon Apr 14 15:13:44 +0000 2025;9;gue tahan react ke wawancara prabowo dari 3 jam jadi 6 jam bedah RUU bermasalah bareng temen yang pengacara bedah Danantara the whole shitshow that was 2024 election cycle efisiensi anggaran tapi... yang soal penggunaan BTT buat Koperasi Merah Putih finally got me mentally.;1,91E+18;;;in;In your phone;0;1;0;https://x.com/tilehopper/status/1911800043352564166;1,25E+18;tilehopper
1,91E+18;Mon Apr 14 07:28:37 +0000 2025;4;Dari wawancara kemarin terlihat Prabowo semacam tidak sadar bahwa penegakan hukum itu seharusnya dimulai dari membersihkan para aparat penegak hukum terlebih dahulu. https://t.co/dXUJoViGoK;1,91E+18;https://pbs.twimg.com/media/GoepixKXoAAkd9j.jpg;;in;Mojokerto;0;1;0;https://x.com/hasyimmah/status/1911682991417696734;185156524;hasyimmah
1,91E+18;Mon Apr 14 05:32:02 +0000 2025;0;@AraituLaki Benar...Rambu2 Content mana yg PANTAS dan Tidak Pantas utk di expose di MEDSOS sudah DIABAIKAN. GRAPHIC CONTENT... Porno kekerasan wawancara yg isinya ga pantas dan merendahlan Diri sendiri dimuat ...;1,91E+18;;AraituLaki;in;;0;0;0;https://x.com/BPrabowo453807/status/1911653651812356162;1,70E+18;BPrabowo453807
1,91E+18;Mon Apr 14 03:50:08 +0000 2025;12;Kali ini saya lebih cenderung akan membahas apa hal buruk yang bisa kita tangkap dari wawancara kemarin. Berikut beberapa hal yang saya catat. Pertama Prabowo jelas tidak tegas terkait pemberantasan korupsi. Prabowo itu garang. Tegas. Bahkan dulu dianggap temperamental. Namun;1,91E+18;;hasyimmah;in;Mojokerto;0;1;1;https://x.com/hasyimmah/status/1911628007951007992;185156524;hasyimmah
1,91E+18;Mon Apr 14 03:50:06 +0000 2025;48;Tentang Wawancara Prabowo Wawancara terbuka Prabowo itu bagus. Karena kita JADI TAHU tentang BAGUSNYA Prabowo menjalankan pemerintahan. Begitu pula JELEKNYA. Ingat saya selalu mengajak berpikir obyektif. Salah satu ciri obyektif adalah bisa melihat positif dan negatif. -utas-;1,91E+18;;;in;Mojokerto;2;3;8;https://x.com/hasyimmah/status/1911628001156235575;185156524;hasyimmah
1,91E+18;Mon Apr 14 01:35:00 +0000 2025;5;Simak wawancara khusus bersama Ketua Dewan Ekonomi Nasional (DEN) Luhut Binsar Pandjaitan yang menguraikan berbagai latar belakang kebijakan pemerintah dan rekomendasi DEN kepada Presiden Prabowo Subianto. #Ekonomi #AdadiKompas https://t.co/Y1DlYs2xYf;1,91E+18;;hariankompas;in;Palmerah, Jakarta;1;2;1;https://x.com/hariankompas/status/1911594001389740191;255866913;hariankompas
1,91E+18;Sun Apr 13 19:06:42 +0000 2025;1;Proyek novel belum tuntas sewaktu dengar wawancara pak Prabowo dengan jurnalis-jurnalis senior malah muncul ide nulis jurnal ilmiah. Aku kasih bocorannya aja silahkan lakukan penelitian kalo mau. Beliau menggunakan istilah ken (misalken) kajian sosiolinguistik.;1,91E+18;;;in;;0;1;0;https://x.com/trueee99/status/1911496281429868625;1,80E+18;trueee99
1,91E+18;Sun Apr 13 17:38:25 +0000 2025;0;@jackjackparrr @prabowo kalopun dateng kayaknya ttp kayak wawancara yg sama jurnalis2 itu omongannya wkwk;1,91E+18;;jackjackparrr;in;Yogyakarta;0;0;0;https://x.com/dunianudia/status/1911474067770933749;317633007;dunianudia
1,91E+18;Sun Apr 13 17:08:59 +0000 2025;0;@zoehuangxys Sebagai mahasiswa RUU TNI menimbulkan kekhawatiran besar. Pertama perluasan peran TNI di jabatan sipil bisa melemahkan supremasi sipil mengingat sejarah dwifungsi era Soeharto. Kedua meski Presiden Prabowo di wawancara Najwa Shihab menekankan kenaikan usia pensiun bill ini;1,91E+18;;zoehuangxys;in;wherever you are;0;0;0;https://x.com/grok/status/1911466659921142199;1,72E+18;grok
1,91E+18;Sun Apr 13 14:55:30 +0000 2025;0;@Piyusaja2 @msaid_didu @prabowo Bentar lg aguan wawancara lg ama tempo nih curhat kesel ama mukidi ;1,91E+18;;Piyusaja2;in;;0;0;0;https://x.com/Gigitterusss/status/1911433064883839176;1,03E+18;Gigitterusss
1,91E+18;Sun Apr 13 13:03:26 +0000 2025;1;"@ferrykoto @prabowo Gak apple to apple Cak. Prabowo baru tahap wawancara spontan terkait kuota impor. Sedangkan statement Trump di sini udah terkait pengumuman kebijakan. Doorstop &amp; celetukan spontan Trump banyak yg gak kejadian. Misal ttg penolakan kenaikan tariff yg justru ngepot krg dari 10 jam.";1,91E+18;;ferrykoto;in;phocopeck;1;0;0;https://x.com/SamGiMen/status/1911404862916395324;4542673992;SamGiMen
1,91E+18;Sun Apr 13 07:25:09 +0000 2025;0;"@ARSIPAJA Serius ini pak prabowo kenapa ya kok wawancara ngawur terus deh pdhl dulu yg saya tau dia selalu tegas&amp;jelas bicara nya";1,91E+18;;ARSIPAJA;in;Tau jeketi karena Nabilah;0;0;0;https://x.com/guenbil/status/1911319730906079730;1,71E+18;guenbil
1,91E+18;Sun Apr 13 04:03:37 +0000 2025;4;Wawancara Terbuka Dengan Jurnalis Demokrat Tegaskan Presiden Prabowo Dukung Kebebasan Pers. #demokrats14p #demokratbersamarakyat #kebebasanpers #persuntukrakyat https://t.co/67JYXBYVpY;1,91E+18;https://pbs.twimg.com/media/GoYxCPoWYAA1vdb.jpg;;in;Jember, Jawa Timur;0;0;1;https://x.com/demokrat_jember/status/1911269015793832423;1,56E+18;demokrat_jember
1,91E+18;Sun Apr 13 03:46:50 +0000 2025;2;@luthfimuh0798 @FelixSGL1 @adepedia tpi setuju sih sama2 kritis itu orang berdua 2 orang yg bikin prabowo keringetan kemarin pas wawancara wkwk;1,91E+18;;luthfimuh0798;in;;0;2;0;https://x.com/yoursexiestman/status/1911264789730361440;1,58E+18;yoursexiestman
1,91E+18;Sun Apr 13 03:22:56 +0000 2025;0;Bahas soal gaya komunikasi pejabat tetiba keinget respon Prabowo terhadap pertanyaan soal krisis komunikasi publik di wawancara 3 5 jam itu. Melihat beberapa menteri dan kepala negara yang blunder mulu dia malah membela diri dengan bilang bahwa mereka adalah orang-orang baru.;1,91E+18;;;in;;0;1;0;https://x.com/hyoomuhns/status/1911258777925607757;617807650;hyoomuhns
1,91E+18;Sun Apr 13 02:04:45 +0000 2025;0;Fun fact kedua adalah seputar wawancara Prabowo dengan 7 jurnalis yang legit jadi lullaby gue Rabu kemarin. Gue kira Tempo tuh diundang tapi nolak eh ternyata emang ngga diundang dari awal. Culun.;1,91E+18;;hyoomuhns;in;;0;0;0;https://x.com/hyoomuhns/status/1911239101820621061;617807650;hyoomuhns
1,91E+18;Sun Apr 13 00:21:19 +0000 2025;2;@adepedia Terkonfirmasi sama Prabowo langsung pas wawancara kemarin waktu ditanya soal kepala babi.;1,91E+18;;adepedia;in;;0;0;0;https://x.com/rizieq_5/status/1911213071215067326;411319593;rizieq_5
1,91E+18;Sat Apr 12 12:11:01 +0000 2025;13;Dalam wawancara ini @prabowo turut ditanyakan pendapatnya terkait pembahasan #RUUPolri dan masalah-masalah di institusi tersebut. Ia sempat mengutip absolute power corrupts absolutely saat bicara soal kewenangan polisi. Tapi faktanya melihat mekanisme pengawasan Polri saat https://t.co/7Gl6BSnwbD;1,91E+18;https://pbs.twimg.com/media/GoVU_MoXEAAQJt6.jpg;;in;Jakarta, Indonesia;1;1;5;https://x.com/ICJRid/status/1911029284413579524;93775761;ICJRid
1,91E+18;Sat Apr 12 08:27:10 +0000 2025;0;@dina_sulaeman Dalam wawancara itu saya dengar ibu takut tegas menyatakan ide prabowo akn dianggap mendukung rencana Trump-israel utk mengungsikan warga palestina keluar gaza;1,91E+18;;dina_sulaeman;in;;0;0;0;https://x.com/JayaManula/status/1910972953577365961;1,65E+18;JayaManula
1,91E+18;Sat Apr 12 06:50:09 +0000 2025;1;buzzer tiktok terikat script pesanan ya keliatan kosongnya pas debat tanpa script.. sama aja kayak wawancara Prabowo kemaren wkwk;1,91E+18;;;in;;0;0;0;https://x.com/yvorzier/status/1910948537766203819;1,46E+18;yvorzier
1,91E+18;Sat Apr 12 06:30:00 +0000 2025;300;Presiden terpilih Prabowo Subianto menegaskan komitmennya dalam membenahi pemerintahan lewat langkah konkret: reshuffle kabinet. Dalam wawancara bersama tujuh jurnalis nasional yang tayang 7 April 2025 Prabowo menegaskan bahwa perombakan menteri bukan basa-basi politik https://t.co/onw76JXRLt;1,91E+18;https://pbs.twimg.com/media/GoT6WNAWQAECiUl.jpg;;in;Pulo Gadung, Indonesia;40;294;65;https://x.com/tvOneNews/status/1910943465384665371;55507370;tvOneNews
1,91E+18;Sat Apr 12 05:33:58 +0000 2025;1;Rangkuman cek fakta wawancara Presiden Prabowo dan 7 jurnalis senior: https://t.co/rmgLvqHJ20;1,91E+18;https://pbs.twimg.com/media/GoT8HviWQAANg2s.jpg;bijakmemantau;in;Jakarta Selatan, DKI Jakarta;0;1;1;https://x.com/bijakmemantau/status/1910929363706798397;1,78E+18;bijakmemantau
1,91E+18;Sat Apr 12 05:24:11 +0000 2025;4;Wawancara terbuka dengan Jurnalis Demokrat tegaskan Presiden Prabowo dukung kebebasan Pers. . #demokrat #AHY #demokratjatim #demokrats14p #jawatimur #jatim #pdemokrat https://t.co/UvhKwM5pCx;1,91E+18;https://pbs.twimg.com/media/GoT545oWEAAnYeD.jpg;;in;;0;0;1;https://x.com/JatimDemokrat/status/1910926900547166634;1,36E+18;JatimDemokrat
1,91E+18;Sat Apr 12 05:20:24 +0000 2025;15;Klaim VS Realita wawancara Prabowo dan 7 jurnalis minggu lalu 00:10:55: Harga pangan 00:13:00: MBG 00:44:00: Ancaman terhadap pers 00:42:45: Jubir Istana bercanda soal teror ke media 00:57:38: RUU TNI 01:29:30: UU udah representatif 00.52.30: Demo jangan rusuh;1,91E+18;;;in;Jakarta Selatan, DKI Jakarta;0;1;7;https://x.com/bijakmemantau/status/1910925948507328879;1,78E+18;bijakmemantau
1,91E+18;Sat Apr 12 01:58:38 +0000 2025;0;Salam Indonesia Raya???? Bukti kebebasan PERS tidak dibungkam di periode Prabowo-Gibran Presiden Prabowo Subianto undang Jurnalis untuk wawancara langsung tanpa settingan. #gerindra #gerakanindonesiaraya #partaigerindra #gerindrabali #dpdgerindrabali #prabowo #prabowosubianto https://t.co/wldKA3ecpY;1,91E+18;https://pbs.twimg.com/amplify_video_thumb/1910874779931779072/img/mm27kck1R6xBmgXE.jpg;;in;;0;0;0;https://x.com/GerindraTabanan/status/1910875175031275691;1,42E+18;GerindraTabanan
1,91E+18;Sat Apr 12 01:24:31 +0000 2025;0;Kemarin https://t.co/HjjtET0Uft wawancara saya soal langkah Prabowo mau evakuasi sementara 1000 rakyat Palestina.. Berikut liputannya: https://t.co/6atRoZZ5uO;1,91E+18;;;in;Yogyakarta, Indonesia;0;0;0;https://x.com/FajriMuhammadin/status/1910866586363179028;7,72E+17;FajriMuhammadin
1,91E+18;Sat Apr 12 01:16:39 +0000 2025;1;Presiden Prabowo menyampaikan pandangannya terhadap persoalan bangsa pada kesempatan wawancara bersama pemred sejumlah media nasional. Seperti apa reaksi warganet? #Riset #AdadiKompas https://t.co/wSipQwcruK;1,91E+18;;;in;Palmerah, Jakarta;0;0;0;https://x.com/hariankompas/status/1910864610716008493;255866913;hariankompas
1,91E+18;Sat Apr 12 01:13:07 +0000 2025;0;Presiden Prabowo menyampaikan pandangannya terhadap persoalan bangsa pada kesempatan wawancara bersama pemred sejumlah media nasional. Seperti apa reaksi warganet? #Riset #AdadiKompas https://t.co/nmxV8cGPui;1,91E+18;;;in;Palmerah, Jakarta;0;0;0;https://x.com/KompasData/status/1910863721296953797;771030588;KompasData
1,91E+18;Sat Apr 12 00:45:21 +0000 2025;1;@jansen_jsp @prabowo Wawancara 3 5 jam dan tulisan panjang ini sama gak ada esensinya. Sama sekali tidak melihat langkah konkrit cuma Omon Omon dan obok obok.;1,91E+18;;jansen_jsp;in;;0;0;0;https://x.com/obedNababaN/status/1910856732886155447;565020080;obedNababaN
1,91E+18;Fri Apr 11 16:30:18 +0000 2025;0;Khatam juga denger wawancara prabowo emang bener lebih asik liat komennya daripada denger beliau menyampaikan jawabannya ;1,91E+18;;;in;;0;0;0;https://x.com/Admrlirnd99/status/1910732147830427885;1,76E+18;Admrlirnd99
1,91E+18;Fri Apr 11 16:16:30 +0000 2025;0;@BocorAlusPol Ada yang bilang atau tepatnya nuduh kenapa @tempodotco menyebut nama seorang pejabat dalam kasus judol server Kamboja? Karena gak diundang @prabowo waktu wawancara dengan 7 jurnalis. Next @BocorAlusPol bahas ya.;1,91E+18;;BocorAlusPol;in;;0;0;0;https://x.com/aris_prmn/status/1910728673843699732;201448863;aris_prmn
1,91E+18;Fri Apr 11 15:06:21 +0000 2025;0;Akan aku repost semua hal berbau wawancara prabowo itu;1,91E+18;;;in;;0;1;0;https://x.com/mtevrestt/status/1910711022643798368;1,24E+18;mtevrestt
1,91E+18;Fri Apr 11 13:41:50 +0000 2025;0;@virza1 @Anak__Ogi So ogi tuh tolol screenshot di atas disebarluaskan tanpa tautan (link) beritanya. Sehingga menimbulkan kesalahpahaman lalu Presiden Prabowo difitnah membela anak dan istri dari para koruptor dan fitnah lainnya. Padahal dalam isi berita dan dalam video wawancara tersebut ;1,91E+18;;virza1;in;Kebumen, Indonesia;0;1;1;https://x.com/bengkeldodo/status/1910689753474994490;576755999;bengkeldodo
1,91E+18;Fri Apr 11 11:32:57 +0000 2025;0;@DoraSuhh @Ragusma14 @KompasTV @prabowo Udhlah ga ush ini diributin krn warga gaza sendiri sdh ga mau dibantu kok utk dievakuasi utk diobati dinegara kt Tuh dikompas tv lg live wawancara dng tim medis kt yg ada di RS gaza utara;1,91E+18;;DoraSuhh;in;Bali, Indonesia;0;1;0;https://x.com/zlebor02/status/1910657318867657116;1,12E+18;zlebor02
1,91E+18;Fri Apr 11 11:00:51 +0000 2025;0;Wah lain waktu Pak @prabowo boleh dong ajak Wati buat bisa melakukan wawancara hehe. Tapi menurut KawanWH apakah ini adalah langkah tepat pemerintah atas kasus-kasus sebelumnya ?;1,91E+18;;kawanWH;in;Bandung, Indonesia;0;1;0;https://x.com/kawanWH/status/1910649241002975490;354943521;kawanWH
1,91E+18;Fri Apr 11 10:58:59 +0000 2025;0;Habis liat video tiktokker (i know this sounds not right) bahas video wawancara prabowo dia mikir jangan jangan memang pak prabowo nggak dikasi tau Terus konspirasi video ferry irwandi tentang bang metal vicky prasetyo.... DAMN WE DOOMED ;1,91E+18;;;in;;0;0;0;https://x.com/actuallyaclowns/status/1910648769294852216;1,10E+18;actuallyaclowns
1,91E+18;Fri Apr 11 07:50:06 +0000 2025;2;@Sparklebloom_ @Kepoonamakucing @prabowo Percuma tag Prabowo dia bodoh kak udh liat blm wawancara di acara kemaren dia beneran kek org bodoh;1,91E+18;;Sparklebloom_;in;;0;1;0;https://x.com/ArthyLutfii/status/1910601237436981586;1,59E+18;ArthyLutfii
1,91E+18;Fri Apr 11 07:46:42 +0000 2025;0;@mpujayaprema @grok tuh di tanyain mpu..beneran prabowo bilang d wawancara kmren ama 7 jurnalis klo anies baswedan blom bayar rancangan baju pengantin putrinya olh mas didit;1,91E+18;;mpujayaprema;in;Jakarta;0;0;0;https://x.com/AgusHrmnsyh2/status/1910600378636460373;1,51E+18;AgusHrmnsyh2
1,91E+18;Fri Apr 11 05:42:26 +0000 2025;0;Dewan Pers memberikan acungan jempol atas keterbukaan Presiden RI Prabowo Subianto ke media massa melalui wawancara seputar persoalan terkini secara spontan dan tanpa sensor. https://t.co/90GslBvrNK;1,91E+18;;;in;NKRI;1;0;0;https://x.com/antaranews/status/1910569108388930012;18071520;antaranews
1,91E+18;Fri Apr 11 05:37:46 +0000 2025;0;@OposisiCerdas Prabowo dalam wawancara ini gak lebih dari orang tua nyinyir yg butuh curhat. 3 jam menonton enggak worth the time. Semua tanggapan dari jurnalis direspon dg jawaban bodoh arogan ngalur-ngidul. Prabowo legit presiden Indonesia TERBODOH. BODOH sekali.;1,91E+18;;OposisiCerdas;in;;0;0;0;https://x.com/mosevisualdiary/status/1910567932351947166;1,76E+18;mosevisualdiary
1,91E+18;Fri Apr 11 05:32:45 +0000 2025;0;@mpujayaprema @grok tuh di tanyain mpu..beneran prabowo bilang d wawancara kmren ama 7 jurnalis klo anies baswedan blom bayar rancangan baju pengantin putrinya olh mas didit;1,91E+18;;mpujayaprema;in;Jakarta Timur;0;0;0;https://x.com/reynnputera/status/1910566670965629416;1,72E+18;reynnputera
1,91E+18;Fri Apr 11 05:21:40 +0000 2025;0;@eslimun_segar @OposisiCerdas @aniesbaswedan Soal kabar Anies Baswedan tak bayar baju rancangan Didit Hediprasetyo itu berasal dari candaan Prabowo Subianto di wawancara. Didit memang merancang gaun;1,91E+18;;eslimun_segar;in;Jakarta;0;0;0;https://x.com/AgusHrmnsyh2/status/1910563881464062054;1,51E+18;AgusHrmnsyh2
1,91E+18;Fri Apr 11 05:12:15 +0000 2025;15;Wamen komdigi Angga Raka Prabowo berikan statement selepas wawancara 7 pemimpin media dgn presiden @prabowo terkait pemerintah yang ingin membuat komunikasi yang baik dgn media. Bagaimanapun kritik dan saran hrs disampaikan. Dan direspon dgn positif baik narasumber maupun https://t.co/AqhQULUTXc;1,91E+18;https://pbs.twimg.com/ext_tw_video_thumb/1910561212808785920/pu/img/O4FJIdocOtW6LLmM.jpg;;in;;0;1;6;https://x.com/are_inismyname/status/1910561513213223155;1,15E+18;are_inismyname
1,91E+18;Fri Apr 11 04:41:52 +0000 2025;0;@Dahnilanzar @prabowo Coba buktikan dulu selesaikan RUU perampasan aset seperti Pemerintah dan koalisi KIM+ menyegerakan RUU TNI. Tapi kalau mendengar ucapan beliau saat wawancara terakhir saya kok ragu ya beliau akan mengerahkan energinya untuk RUU Perampasab Aset seperti RUU TNI.;1,91E+18;;Dahnilanzar;in;;0;0;0;https://x.com/derajat_rizky/status/1910553866367881680;8,53E+17;derajat_rizky
1,91E+18;Fri Apr 11 03:38:38 +0000 2025;0;Hal itu disampaikan Prabowo saat Blak-blakan bersama 7 jurnalis seperti dilihat dalam YouTube detikcom Senin (7/4/2025). Dalam wawancara tersebut Prabowo turut ditanya terkait penanganan aksi demo yang dianggap masih abusive.;1,91E+18;;manaf_ramli;in;;0;1;0;https://x.com/manaf_ramli/status/1910537950829699292;3655312633;manaf_ramli
1,91E+18;Fri Apr 11 03:11:39 +0000 2025;101;Terlepas dari Anda nggak setuju dengan jawaban-jawaban Prabowo tapi niatnya bikin wawancara terbuka itu jelas layak diapresiasi. Come on.... masak begitu nggak bisa sedikit mengakui bahwa itu hal bagus? Kita bisa pastikan itu bukan wawancara yang di-skenario. Pertanyaan tidak;1,91E+18;;;in;Mojokerto;5;15;16;https://x.com/hasyimmah/status/1910531162097017304;185156524;hasyimmah
1,91E+18;Fri Apr 11 03:10:32 +0000 2025;4;@JalanSukar @losccte @DadyKI @kegblgnunfaedh Hei buzzer bisa jelasin lebih detail pendapat prabowo kmrn waktu wawancara narasi sm najwa sihab? Jelaskan secara DETAIL.;1,91E+18;;JalanSukar;in;;0;1;0;https://x.com/universecutty/status/1910530881485439411;1,41E+18;universecutty
